1,1.52,13.64,4.49,1.1,71.78,0.06,8.75,0,0,1
5,1.52,13.27,3.62,1.24,73.08,0.55,8.07,0,0,1
6,1.52,12.79,3.61,1.62,72.97,0.64,8.07,0,0.26,1
9,1.52,14.04,3.58,1.37,72.08,0.56,8.3,0,0,1
12,1.52,12.8,3.66,1.27,73.01,0.6,8.56,0,0,1
14,1.52,12.86,3.56,1.27,73.21,0.54,8.38,0,0.17,1
15,1.52,12.61,3.59,1.31,73.29,0.58,8.5,0,0,1
16,1.52,12.81,3.54,1.23,73.24,0.58,8.39,0,0,1
17,1.52,12.68,3.67,1.16,73.11,0.61,8.7,0,0,1
18,1.52,14.36,3.85,0.89,71.36,0.15,9.15,0,0,1
20,1.52,13.02,3.54,1.69,72.73,0.54,8.44,0,0.07,1
22,1.52,14.77,3.75,0.29,72.02,0.03,9,0,0,1
23,1.52,12.78,3.62,1.29,72.79,0.59,8.7,0,0,1
25,1.52,13.38,3.5,1.15,72.85,0.5,8.43,0,0,1
27,1.52,13.21,3.48,1.41,72.64,0.59,8.43,0,0,1
30,1.52,13.08,3.49,1.28,72.86,0.6,8.49,0,0,1
31,1.52,12.65,3.56,1.3,73.08,0.61,8.69,0,0.14,1
33,1.52,12.85,3.48,1.23,72.97,0.61,8.56,0.09,0.22,1
36,1.52,13.29,3.45,1.21,72.74,0.56,8.57,0,0,1
37,1.52,13.89,3.53,1.32,71.81,0.51,8.78,0.11,0,1
38,1.52,12.74,3.48,1.35,72.96,0.64,8.68,0,0,1
42,1.52,12.71,3.42,1.2,73.2,0.59,8.64,0,0,1
44,1.52,13.73,3.84,0.72,71.76,0.17,9.74,0,0,1
45,1.52,12.73,3.43,1.19,72.95,0.62,8.76,0,0.3,1
47,1.52,13.19,3.37,1.18,72.72,0.57,8.83,0,0.16,1
48,1.53,13.99,3.7,0.71,71.57,0.02,9.82,0,0.1,1
51,1.52,13.72,3.72,0.51,71.75,0.09,10.06,0,0.16,1
55,1.52,13.21,2.81,1.29,72.98,0.51,9.02,0,0.09,1
57,1.51,12.99,3.47,1.12,72.98,0.62,8.35,0,0.31,1
62,1.52,13.81,3.58,1.32,71.72,0.12,8.67,0.69,0,1
64,1.52,14.17,3.81,0.78,71.35,0,9.69,0,0,1
65,1.52,13.48,3.74,0.9,72.01,0.18,9.61,0,0.07,1
66,1.52,13.69,3.59,1.12,71.96,0.09,9.4,0,0,1
67,1.52,13.05,3.65,0.87,72.22,0.19,9.85,0,0.17,1
69,1.52,13.12,3.58,0.9,72.2,0.23,9.82,0,0.16,1
70,1.52,13.31,3.58,0.82,71.99,0.12,10.17,0,0.03,1
73,1.52,13.09,3.59,1.52,73.1,0.67,7.83,0,0,2
74,1.52,13.34,3.57,1.57,72.87,0.61,7.89,0,0,2
75,1.52,13.02,3.56,1.54,73.11,0.72,7.9,0,0,2
77,1.52,13.44,3.61,1.54,72.39,0.66,8.03,0,0,2
78,1.52,13,3.58,1.54,72.83,0.61,8.04,0,0,2
79,1.52,13.92,3.52,1.25,72.88,0.37,7.94,0,0.14,2
80,1.52,12.82,3.52,1.9,72.86,0.69,7.97,0,0,2
84,1.52,13.09,3.52,1.55,72.87,0.68,8.05,0,0.09,2
86,1.52,13.36,3.58,1.49,72.72,0.45,8.21,0,0,2
89,1.52,13.01,3.5,1.48,72.89,0.6,8.12,0,0,2
90,1.52,12.55,3.48,1.87,73.23,0.63,8.08,0,0.09,2
92,1.52,12.9,3.44,1.45,73.06,0.44,8.27,0,0,2
93,1.52,13.12,3.41,1.58,73.26,0.07,8.39,0,0.19,2
94,1.52,13.24,3.34,1.47,73.1,0.39,8.22,0,0,2
95,1.52,12.71,3.33,1.49,73.28,0.67,8.24,0,0,2
100,1.52,12.96,2.96,1.43,72.92,0.6,8.79,0.14,0,2
101,1.52,12.75,2.85,1.44,73.27,0.57,8.79,0.11,0.22,2
102,1.52,12.35,2.72,1.63,72.87,0.7,9.23,0,0,2
103,1.52,12.62,2.76,0.83,73.81,0.35,9.42,0,0.2,2
106,1.52,11.45,0,1.88,72.19,0.81,13.24,0,0.34,2
111,1.53,11.23,0,0.77,73.21,0,14.68,0,0,2
113,1.53,12.64,0,0.67,72.02,0.06,14.4,0,0,2
114,1.52,13.46,3.83,1.26,72.55,0.57,8.21,0,0.14,2
115,1.52,13.1,3.97,1.19,72.44,0.6,8.43,0,0,2
118,1.52,13.72,3.68,1.81,72.06,0.64,7.88,0,0,2
119,1.52,13.3,3.64,1.53,72.53,0.65,8.03,0,0.29,2
120,1.52,13.56,3.57,1.47,72.45,0.64,7.96,0,0,2
121,1.52,13.25,3.76,1.32,72.4,0.58,8.42,0,0,2
125,1.52,13.2,3.68,1.15,72.75,0.54,8.52,0,0,2
127,1.52,12.94,3.61,1.26,72.75,0.56,8.6,0,0,2
130,1.52,13.98,1.35,1.63,71.76,0.39,10.56,0,0.18,2
132,1.53,13.7,0,1.36,71.24,0.19,13.44,0,0.1,2
135,1.52,13.33,3.85,1.25,72.78,0.52,8.12,0,0,2
136,1.52,13.19,3.9,1.3,72.33,0.55,8.44,0,0.28,2
137,1.52,13,3.8,1.08,73.07,0.56,8.38,0,0.12,2
138,1.52,12.89,3.62,1.57,72.96,0.61,8.11,0,0,2
140,1.52,12.87,3.56,1.64,73.14,0.65,7.99,0,0,2
143,1.52,12.85,3.51,1.44,73.01,0.68,8.23,0.06,0.25,2
144,1.52,13,3.47,1.79,72.72,0.66,8.18,0,0,2
145,1.52,12.99,3.18,1.23,72.97,0.58,8.81,0,0.24,2
147,1.52,13.65,3.66,1.11,72.77,0.11,8.6,0,0,3
148,1.52,13.33,3.53,1.34,72.67,0.56,8.33,0,0,3
149,1.52,13.24,3.57,1.38,72.7,0.56,8.44,0,0.1,3
150,1.52,12.16,3.52,1.35,72.89,0.57,8.53,0,0,3
151,1.52,13.14,3.45,1.76,72.48,0.6,8.38,0,0.17,3
152,1.52,14.32,3.9,0.83,71.5,0,9.49,0,0,3
